id	choice1	choice2	choice3	choice4	choice5	chosen	win
15bba6c1-2e27-48ee-a869-e5530259787b	1sure	2sure	3sure	4risky	5risky	3	46
ac0c96a1-e48a-49df-aa1e-326143ce4a5f	1sure	2sure	3sure	4risky	5risky	2	44
f35459e1-5bcb-4824-9889-41ba0913bae7	1sure	2sure	3risky	4risky	5risky	4	100
0f6f6cd1-43c8-4ccb-8821-b8820999bb86	1sure	2sure	3risky	4risky	5risky	4	100
2443f41d-5ce2-4b7e-8260-d618ab37dc65	1sure	2sure	3sure	4sure	5risky	2	44
19e25ebc-6ed3-4421-bdd7-ddd98b598459	1sure	2sure	3sure	4risky	5risky	2	44
2e506234-ecb0-4512-9bb2-133af73fd0b5	1sure	2sure	3risky	4risky	5risky	3	100
a97a3831-83cc-4bbc-87e8-7a63b06fcc79	1sure	2sure	3sure	4risky	5risky	4	100
60746344-a02b-4db2-a1a4-71354bbdf2e9	1sure	2sure	3sure	4risky	5risky	5	0
94ce4077-0761-4e77-a775-2645775acbfb	1risky	2risky	3risky	4risky	5risky	4	100
3fb1afc1-7d1f-4817-ba90-7457c3b40a44	1sure	2sure	3risky	4risky	5risky	2	44
58506d34-c738-4473-b885-8a84b1acc125	1sure	2sure	3risky	4risky	5risky	1	42
70e6d3a6-035f-4077-b0fe-81ae3a249b14	1sure	2sure	3sure	4risky	5risky	1	42
db7d3753-72f6-45d6-a6ec-beaf73967b04	1sure	2sure	3risky	4risky	5risky	4	100
323a479c-ccad-4abd-87e3-fb448f113c4d	1sure	2sure	3sure	4risky	5risky	4	100
873c0ef1-6a60-4b2c-8906-a19b27fa714e	1sure	2sure	3sure	4sure	5sure	4	48
4751456b-4725-4ee8-9d92-9e0f538d3e35	1risky	2risky	3risky	4risky	5risky	2	0
2c1aac25-f8dc-41f7-ac62-2e7b9d51c141	1sure	2sure	3sure	4risky	5risky	3	46
bc322b98-a056-4e24-ab95-3a3580fcbb93	1sure	2sure	3risky	4risky	5risky	4	0
f1c2a98e-0738-47f9-b670-72d0d52d9c04	1sure	2sure	3sure	4risky	5risky	4	100
e70e260d-89e2-4fb0-bcfe-07f299c9c99b	1sure	2risky	3risky	4risky	5risky	5	100
90553ea3-e275-43a3-afe9-18fefe83b797	1sure	2sure	3risky	4risky	5risky	3	100
14439041-c353-42ec-8b0d-696e3827d9d0	1sure	2sure	3sure	4risky	5risky	4	0
5d2f9b33-5d37-48b4-a874-160a97cab654	1risky	2sure	3sure	4sure	5sure	3	46
601dc6f5-f7d9-46db-9509-5eb01343b644	1sure	2sure	3sure	4risky	5risky	1	42
a8337fc0-609d-48a2-8c7d-7eac635adb59	1risky	2risky	3risky	4sure	5sure	4	48
fddbd9eb-8af4-408f-92c4-adb2de449f3b	1sure	2sure	3risky	4risky	5risky	3	100
b588d51f-a123-4a3d-b81a-a7d93e0f9f52	1sure	2sure	3sure	4sure	5risky	5	0
cc79acdd-50ad-4278-bd3c-77b8231e5f7b	1sure	2sure	3sure	4sure	5risky	2	44
192c5fa4-3561-4821-ad29-63be540f1e49	1sure	2sure	3risky	4risky	5risky	2	44
3463b0f0-eca0-47bf-a161-5790ea46061e	1sure	2sure	3risky	4risky	5risky	1	42
809417b4-1e17-4cfc-afb2-7b7a2aaa154c	1sure	2sure	3sure	4sure	5risky	5	100
7054efc1-390b-43a2-8b82-9484189edc0d	1sure	2sure	3risky	4risky	5risky	5	100
7efc290b-6fd2-465c-b617-5b050e5f7c7b	1sure	2sure	3risky	4risky	5risky	2	44
c9224dc5-21e9-4efc-a04f-c42b479aeffe	1sure	2sure	3risky	4risky	5risky	2	44
4abca261-ed22-4157-a349-eb8e84d439b2	1sure	2sure	3sure	4risky	5risky	1	42
a028ace0-928f-43a9-8ef4-bc20b1dadfe8	1sure	2sure	3risky	4risky	5risky	4	0
ab8b4070-66ac-4c78-b8a6-f4440f0e2f10	1sure	2sure	3risky	4risky	5risky	4	0
4617e72c-f0aa-4927-a89d-dd287e9a5511	1sure	2sure	3risky	4risky	5risky	2	44
fa69beea-64f5-4cba-9942-3e0c02ac50f8	1risky	2risky	3sure	4risky	5risky	1	100
db2a60dd-24cc-4bcf-b154-01f70ea4797b	1sure	2sure	3sure	4sure	5sure	4	48
80a51c7a-3a44-4c5e-82f6-215db491d368	1sure	2sure	3sure	4sure	5risky	1	42
f3084089-a209-4ece-9e98-5dcb89f5a298	1sure	2sure	3risky	4risky	5risky	2	44
6206f933-ce2c-4dd6-baeb-75e865bde85a	1sure	2sure	3sure	4risky	5risky	5	0
01838e27-d7b3-4477-8843-974d0bd70592	1sure	2sure	3sure	4sure	5risky	5	100
35aea501-a699-4959-8bfe-ab31013608b3	1sure	2sure	3risky	4risky	5risky	3	0
721a9703-3a0b-4f8a-8021-75266c7aa6bb	1sure	2sure	3sure	4risky	5risky	3	46
e9a5ab82-89b1-44fc-81b6-08f02e7afbea	1risky	2risky	3risky	4risky	5risky	5	100
9c9e8505-5b90-4e64-be5b-83869d878363	1sure	2sure	3sure	4sure	5sure	4	48
d719d4f3-8a76-4399-90e9-de504431c07c	1sure	2sure	3sure	4risky	5risky	2	44
cced9ed2-9106-4c43-94af-4d8956ca98b8	1sure	2sure	3sure	4sure	5risky	5	0
8607300f-eadc-462a-8335-8f5e5f86a07d	1sure	2sure	3risky	4risky	5risky	3	100
d9a089d8-6cf1-48ee-b272-0468ea1eb1e8	1sure	2sure	3sure	4sure	5risky	2	44
57b2df29-4c1b-4cf2-8694-a3ee55f4734b	1sure	2sure	3risky	4risky	5risky	2	44
90427588-a547-48b7-9517-a9bb8dda8c63	1sure	2sure	3sure	4sure	5risky	5	100
7c3723e4-4c13-46f0-9b96-0ca791a3d15a	1sure	2sure	3sure	4sure	5risky	2	44
11e6e146-b1f2-4dbe-a3ef-dd1b1cf384ca	1sure	2sure	3sure	4sure	5risky	5	100
12cb492d-cc65-489b-b4e0-9613bff317ff	1sure	2sure	3risky	4risky	5risky	1	42
9c24a135-eb00-48ae-ba21-5f8f84566df0	1sure	2sure	3risky	4risky	5risky	4	100
124f6598-ef74-482b-8323-c1cc739ccbfb	1sure	2sure	3sure	4risky	5risky	3	46
480621b9-24c7-438f-825f-fc3bd72d0c7c	1sure	2sure	3risky	4risky	5risky	5	0
fe393ca2-47e0-448a-a4bd-43822ec9897b	1sure	2sure	3sure	4risky	5risky	5	100
18766930-35ab-48a5-9b4c-fbb903551ae0	1risky	2risky	3risky	4risky	5risky	5	100
aca255af-50af-4292-ab8e-e52623fde60c	1sure	2sure	3risky	4risky	5risky	5	100
2a5f9eec-b49d-4ad3-a6ed-880f7c4a51bb	1sure	2sure	3risky	4risky	5risky	4	0
461e36ef-2744-41b4-a429-214b4c844755	1sure	2sure	3risky	4risky	5risky	2	44
95343453-e8b0-43c1-898a-d1f6a74ffae3	1sure	2sure	3sure	4risky	5risky	4	100
62402dad-d3b6-4e7a-9b09-7d81908765e7	1sure	2sure	3risky	4risky	5risky	1	42
30687918-83c4-4263-a828-44d9cdde7a8b	1sure	2sure	3risky	4risky	5risky	4	0
99ca786d-9dfa-4d91-9f0e-62d9930d6860	1sure	2risky	3risky	4risky	5sure	4	100
2b9562a7-c846-4de3-81d6-d24ebde66b84	1sure	2sure	3sure	4sure	5risky	3	46
d765d2cf-ef45-41e6-ad7f-8814b46535f5	1sure	2sure	3risky	4risky	5risky	2	44
1828ce77-b575-4bca-aa3b-517fb06f8172	1sure	2sure	3risky	4risky	5risky	5	0
4c1e0ae3-bbf6-482f-9a03-d17bbf44accd	1risky	2risky	3risky	4risky	5risky	2	100
121c5293-f03e-45fc-a08d-a068f94329fb	1sure	2sure	3risky	4risky	5risky	4	100
b592a427-b9ab-4b45-aacb-a641480c0890	1risky	2risky	3risky	4risky	5risky	5	100
bb82be52-279f-4076-9df5-01082b760687	1sure	2sure	3risky	4risky	5risky	3	100
88ff3945-16cb-42bb-b174-f9ea0cbfb011	1sure	2sure	3sure	4sure	5risky	5	100
aa2e4a71-4ae2-4c3e-bafe-a6b27e96bf9b	1sure	2sure	3risky	4risky	5risky	5	100
c1bfe895-fb86-4f48-8740-a188999a1fd2	1sure	2sure	3sure	4risky	5risky	2	44
75a0beec-f9d2-443c-80b0-af4da8568b90	1sure	2sure	3sure	4risky	5risky	3	46
98e3edd2-4de1-4bf8-a64a-aee0c82c636b	1sure	2sure	3risky	4risky	5risky	3	100
dec03a33-8360-4894-9fb0-abc3962b7ca7	1sure	2sure	3sure	4risky	5risky	4	100
66684283-bd7d-49e5-8c8f-89112451b7dc	1sure	2sure	3risky	4risky	5risky	5	100
a709d825-98db-4dad-89d9-530b2fda8179	1risky	2risky	3risky	4risky	5risky	2	100
de7ff20e-5a37-4106-b7f6-2546126a6ddc	1sure	2sure	3risky	4risky	5risky	2	44
fc8ffdfe-ba6d-4e59-962a-171f3441c35c	1sure	2sure	3sure	4sure	5sure	2	44
948f1404-83f9-467b-bb70-568d99938477	1sure	2sure	3risky	4risky	5risky	1	42
57adb9ed-2443-4484-9960-8fa5fcb527b1	1sure	2sure	3sure	4sure	5risky	1	42
ebda2c24-a29e-4206-a979-a57a9572a506	1sure	2sure	3risky	4risky	5risky	5	100
9e8097b1-cbfd-4eb3-85bf-4fe5a98a0dc5	1sure	2sure	3risky	4risky	5risky	1	42
9c5f3470-70ed-4818-92e4-5a19f1e717f9	1sure	2sure	3sure	4sure	5sure	3	46
a9f7a6ff-7bb5-455b-8646-e1404569a4f9	1risky	2risky	3risky	4risky	5sure	4	100
97b3a156-86dc-4340-b916-c41f29180278	1sure	2sure	3risky	4risky	5risky	2	44
e60f7cca-e7aa-4080-8d54-3eb58e8481ed	1sure	2sure	3risky	4risky	5risky	5	0
7598ffaf-8520-4d69-b9ae-2dc8dd759f16	1risky	2risky	3risky	4sure	5sure	5	50
89aa167d-810c-4d65-8e4c-7f6f7791ef44	1sure	2sure	3risky	4risky	5risky	4	100
0e8a89ae-2a79-436b-b21e-43a2547a7d27	1sure	2sure	3sure	4risky	5risky	5	100
d0e78264-3881-44ca-8488-7fda15c82713	1sure	2sure	3risky	4risky	5risky	1	42
b7f6a14a-c410-4909-bb2b-2b5e1aebaf88	1sure	2sure	3sure	4risky	5risky	5	0
1f205f0d-1e5a-450d-9f9f-6c1f0df1554d	1sure	2sure	3sure	4sure	5sure	2	44
acc95164-0811-423d-b403-423827a1a345	1sure	2sure	3risky	4risky	5risky	4	0
783fd298-3100-439f-ba8a-c5a767c3a7a5	1sure	2sure	3sure	4risky	5risky	2	44
48b292f3-fb3d-4bc4-80c5-bf81a611c5b0	1sure	2sure	3risky	4risky	5risky	5	0
ad393d2b-dac1-4273-8c75-57ba08a5b4b1	1sure	2sure	3risky	4risky	5risky	4	100
49764889-7df4-4df0-b241-00b5db9d9903	1sure	2sure	3risky	4risky	5risky	1	42
89feb0b7-0e1b-4406-bdd2-97fd6b4aa3da	1sure	2sure	3risky	4risky	5risky	5	100
54c557d4-2b91-4e19-b7c5-21b687a55b33	1sure	2sure	3sure	4risky	5risky	4	100
52d44276-c3d3-48e4-96be-c969acb99aa3	1sure	2sure	3risky	4risky	5risky	2	44
b4b1a3af-bbb1-4ff9-8e00-66f7fb4ab97e	1sure	2sure	3sure	4risky	5risky	5	100
7330fa9e-8d96-4560-ab6c-866cc7f534f8	1sure	2sure	3risky	4risky	5risky	1	42
f88b4b04-5ade-4cb3-8e5b-7502f1ba72b9	1risky	2risky	3risky	4risky	5risky	4	100
23975604-b909-421f-acb5-7309560974d0	1sure	2sure	3risky	4risky	5risky	4	100
b122345b-0846-4f22-b82f-39481ab91947	1sure	2sure	3risky	4risky	5risky	4	100
1a5c55a3-943e-49ca-8e46-2ce6e9d848d9	1sure	2sure	3risky	4risky	5risky	3	0
1e337d64-5f3d-47eb-9e65-13aac81c7a0e	1sure	2sure	3risky	4risky	5risky	5	100
44ff236e-3298-4fea-8104-e5fc7c2b724d	1sure	2sure	3risky	4risky	5risky	2	44
11bf35c0-a551-4ece-ac23-b6ad08d5121b	1sure	2sure	3risky	4risky	5risky	5	100
fefdb067-d87c-4cad-94cd-6d4da7130c0c	1sure	2sure	3risky	4risky	5risky	1	42
39ac0c64-25cd-4bc5-8543-74bd6a11dcd9	1sure	2sure	3risky	4risky	5risky	1	42
bfb2b07d-41be-4b87-a253-37a1f55ee515	1sure	2sure	3sure	4risky	5risky	1	42
f83a7e2d-7890-4762-84b4-8264c2be9af4	1sure	2sure	3risky	4risky	5risky	3	100
4cf51784-6b6f-4407-9c22-ba3aa866a353	1sure	2sure	3risky	4risky	5risky	2	44
e8dca24b-34cb-479c-92b1-8114020fb0cf	1sure	2sure	3sure	4sure	5risky	4	48
e541169b-0d0a-43b1-9dc4-f746f655ae16	1sure	2sure	3risky	4risky	5risky	3	0
c719e72a-ed6e-4d17-ba12-17d57d7dc9dd	1risky	2sure	3risky	4sure	5sure	2	44
43eff86e-fa65-42c6-8ed3-c6b4f2742660	1sure	2sure	3sure	4sure	5risky	3	46
8aec5a71-7c50-44f5-bb32-b552f4cbd360	1sure	2sure	3sure	4sure	5risky	5	0
a3696634-914d-4f3f-adf5-cf57ead43262	1sure	2sure	3sure	4sure	5sure	5	50
3ffd55e3-5221-4073-b107-93d5e432eba1	1sure	2sure	3risky	4risky	5risky	5	100
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	1sure	2sure	3sure	4sure	5risky	3	46
0f97171f-ca05-4b74-acf0-54b858f5c453	1sure	2sure	3sure	4risky	5risky	1	42
575248a7-fa00-4069-9b46-c4f99b56550a	1sure	2sure	3sure	4risky	5risky	5	100
2906cf5c-06d7-48d4-bed9-c695f9109b59	1sure	2sure	3risky	4risky	5risky	1	42
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	1sure	2sure	3sure	4risky	5risky	5	0
45f7f7cd-4539-42b1-b998-16367ea77caf	1sure	2sure	3sure	4sure	5sure	5	50
5f018254-7cb9-4af9-ba33-d21b8960ed4c	1sure	2sure	3sure	4sure	5sure	5	50
12d220e8-218b-4839-ae63-ad78a4b11fc1	1sure	2sure	3risky	4risky	5risky	1	42
437d2533-0345-4db5-b71d-3275f20db1f6	1sure	2sure	3risky	4risky	5risky	3	100
52d02c1a-246d-45f2-866a-b942d2800afe	1sure	2sure	3sure	4sure	5sure	2	44
1e883ca7-2d4a-4ce0-8656-2f25064add8d	1sure	2sure	3sure	4risky	5risky	2	44
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	1sure	2sure	3risky	4risky	5risky	5	100
70e2bed8-787b-4a81-8526-09626b74450e	1sure	2sure	3sure	4sure	5sure	3	46
eeca097b-845f-443e-9eae-c3653d8919e2	1sure	2sure	3risky	4risky	5risky	4	0
991e6832-fb76-4d25-916a-555bbbcdb161	1sure	2sure	3risky	4risky	5risky	3	100
530d1a9b-e37d-4b94-8c90-ad9db0fd1aee	1sure	2sure	3risky	4risky	5risky	2	44
7e7a3331-0b88-4338-a85a-74232edf757d	1sure	2sure	3risky	4risky	5risky	1	42
2c961549-56b9-40a2-882a-2edf5b87fe1a	1sure	2sure	3sure	4sure	5sure	5	50
97f52b4c-51a5-421f-ba03-d986d6ca2cd3	1risky	2risky	3risky	4risky	5risky	1	0
235c0331-a18d-497c-b9b2-42c3a71fb509	1sure	2sure	3risky	4risky	5risky	4	100
1882a4d1-586e-4e68-8a92-003198dd95f8	1sure	2sure	3risky	4risky	5risky	3	100
c1855ec4-b8a7-42c1-af2a-4b59dc722ddc	1sure	2sure	3risky	4risky	5risky	1	42
4aeaf56a-8ea5-4b88-8125-7c7b8dc7b9cb	1sure	2sure	3sure	4risky	5risky	5	100
a04821fb-5418-41a9-b4db-9f6ad6795677	1risky	2sure	3sure	4sure	5risky	5	100
3815bdee-2a63-41a4-9818-612823d9ed9e	1sure	2sure	3sure	4risky	5risky	3	46
7d7959ac-b66b-4ab3-9c90-93996051b2b6	1sure	2sure	3risky	4risky	5risky	3	100
84ddc721-98dd-4656-af94-913484886f79	1sure	2sure	3risky	4risky	5risky	3	100
