id	order	frame	time
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	33	DebriefCheating2	1686229303.862352
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	34	DebriefCheating3	1686229420.9020474
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	35	DebriefCheating4	1686229453.9740107
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	36	Lottery	1686229488.428785
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	37	LotteryWin	1686229591.2622302
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	38	LotteryInstructions	1686229594.9552605
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	39	DiceLottery	1686229612.844901
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	40	QuestInstructions	1686229633.335535
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	41	Hexaco	1686229648.6425261
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	42	Prosociality	1686229972.3876846
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	43	Demographics	1686230065.162891
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	44	Ending	1686230091.705745
23_06_08_140458_da1cd9f2-f5b8-4e59-a111-464c4af524df.txt	45	Exit	1686230231.0662937
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	1	Initial	1686225900.303829
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	2	Login	1686225973.367423
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	3	Intro	1686226102.7899365
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	4	Charity	1686226180.364501
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	5	CheatingInstructions	1686226263.2420053
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	6	Cheating	1686227015.0450344
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	7	Instructions2	1686227130.5367086
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	8	Cheating	1686227140.399484
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	9	BDM	1686227264.8428948
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	10	BDMResult	1686227852.317238
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	11	Cheating	1686227865.8140674
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	12	Auction	1686227980.5524511
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	13	Wait	1686228427.1959386
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	14	AuctionResult	1686228427.5839164
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	15	Cheating	1686228434.979712
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	16	AuctionWait	1686228503.3162115
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	17	Auction	1686228503.6752603
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	18	Wait	1686228672.5100057
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	19	AuctionResult	1686228672.867945
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	20	Cheating	1686228678.5869257
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	21	AuctionWait	1686228729.4575927
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	22	Auction	1686228751.1769354
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	23	Wait	1686228830.9737782
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	24	AuctionResult	1686228858.5156107
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	25	Cheating	1686228864.315456
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	26	AuctionWait	1686228928.94109
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	27	BDM	1686228929.3210328
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	28	BDMResult	1686229008.326587
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	29	Cheating	1686229013.9823284
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	30	EndCheating	1686229068.9166267
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	31	DebriefingInstructions	1686229074.945038
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	32	DebriefCheating1	1686229084.9265566
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	33	DebriefCheating2	1686229520.43395
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	34	DebriefCheating3	1686229879.888619
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	35	DebriefCheating4	1686229972.6795692
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	36	Lottery	1686230047.2887092
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	37	LotteryWin	1686230172.4745307
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	38	LotteryInstructions	1686230179.212498
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	39	DiceLottery	1686230222.3587012
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	40	QuestInstructions	1686230251.9882083
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	41	Hexaco	1686230298.4179316
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	42	Prosociality	1686231263.210453
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	43	Demographics	1686231398.7524354
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	44	Ending	1686231434.550785
23_06_08_140500_5aae63b2-df86-4711-96e1-28d8b4774d0d.txt	45	Exit	1686231581.4122398
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	1	Initial	1686225903.6605256
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	2	Login	1686225976.541158
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	3	Intro	1686226102.7901428
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	4	Charity	1686226142.2599397
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	5	CheatingInstructions	1686226186.3983982
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	6	Cheating	1686226384.9937696
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	7	Instructions2	1686226494.0356152
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	8	Cheating	1686226503.6074817
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	9	BDM	1686226627.9314816
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	10	BDMResult	1686226857.9576275
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	11	Cheating	1686226864.2245963
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	12	Auction	1686226924.9792306
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	13	Wait	1686227086.077687
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	14	AuctionResult	1686227206.2205913
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	15	Cheating	1686227216.1392207
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	16	AuctionWait	1686227282.2121012
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	17	Auction	1686227282.5886307
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	18	Wait	1686227368.0210528
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	19	AuctionResult	1686227373.8418403
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	20	Cheating	1686227379.1974378
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	21	AuctionWait	1686227436.7077513
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	22	Auction	1686227437.0826619
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	23	Wait	1686227472.6042442
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	24	AuctionResult	1686227489.3906982
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	25	Cheating	1686227496.2932777
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	26	AuctionWait	1686227556.5484574
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	27	BDM	1686227556.923077
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	28	BDMResult	1686227624.9069822
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	29	Cheating	1686227628.1919062
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	30	EndCheating	1686227694.9232955
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	31	DebriefingInstructions	1686227705.61132
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	32	DebriefCheating1	1686227710.119541
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	33	DebriefCheating2	1686227859.6041787
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	34	DebriefCheating3	1686228040.8544323
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	35	DebriefCheating4	1686228193.0080678
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	36	Lottery	1686228247.249557
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	37	LotteryWin	1686228329.919035
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	38	LotteryInstructions	1686228335.3432174
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	39	DiceLottery	1686228363.8065143
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	40	QuestInstructions	1686228387.7183022
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	41	Hexaco	1686228408.9092686
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	42	Prosociality	1686228942.99055
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	43	Demographics	1686229063.1328256
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	44	Ending	1686229077.144087
23_06_08_140503_ce9fdb7a-02a7-40be-add0-bfa3e83f0c35.txt	45	Exit	1686229534.8072388
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	1	Initial	1686225907.0488389
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	2	Login	1686225977.5393064
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	3	Intro	1686226102.7890751
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	4	Charity	1686226145.7112367
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	5	CheatingInstructions	1686226197.7204192
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	6	Cheating	1686226495.5756357
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	7	Instructions2	1686226610.8921201
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	8	Cheating	1686226626.7903168
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	9	BDM	1686226689.9321425
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	10	BDMResult	1686226934.429777
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	11	Cheating	1686226940.34182
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	12	Auction	1686226988.9408643
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	13	Wait	1686227202.638529
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	14	AuctionResult	1686227202.9668992
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	15	Cheating	1686227208.0588794
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	16	AuctionWait	1686227257.0711617
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	17	Auction	1686227282.5079224
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	18	Wait	1686227359.5037167
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	19	AuctionResult	1686227370.7469766
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	20	Cheating	1686227376.1653738
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	21	AuctionWait	1686227422.9286768
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	22	Auction	1686227436.895175
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	23	Wait	1686227457.2764418
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	24	AuctionResult	1686227490.3424058
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	25	Cheating	1686227495.8183098
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	26	AuctionWait	1686227543.0277078
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	27	BDM	1686227543.4338179
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	28	BDMResult	1686227585.1161497
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	29	Cheating	1686227589.3765137
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	30	EndCheating	1686227653.1825523
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	31	DebriefingInstructions	1686227658.6426218
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	32	DebriefCheating1	1686227662.9180894
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	33	DebriefCheating2	1686227863.3880703
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	34	DebriefCheating3	1686228010.106717
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	35	DebriefCheating4	1686228077.831734
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	36	Lottery	1686228141.2092016
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	37	LotteryWin	1686228245.151485
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	38	LotteryInstructions	1686228250.5709867
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	39	DiceLottery	1686228276.263589
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	40	QuestInstructions	1686228286.2115564
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	41	Hexaco	1686228304.2036457
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	42	Prosociality	1686228857.1091006
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	43	Demographics	1686228953.8063948
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	44	Ending	1686228985.349622
23_06_08_140507_bf3851c6-714f-456a-b8bd-d79e53dcec2d.txt	45	Exit	1686229559.064245
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	1	Initial	1686225909.5086904
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	2	Login	1686225972.8920825
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	3	Intro	1686226102.749856
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	4	Charity	1686226132.0220017
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	5	CheatingInstructions	1686226186.7629068
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	6	Cheating	1686226430.264554
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	7	Instructions2	1686226516.6150048
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	8	Cheating	1686226522.4845808
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	9	BDM	1686226631.1744518
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	10	BDMResult	1686226854.960299
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	11	Cheating	1686226862.3781857
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	12	Auction	1686226921.0398052
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	13	Wait	1686227072.2342443
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	14	AuctionResult	1686228430.8554544
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	15	Cheating	1686228441.2361856
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	16	AuctionWait	1686228493.1614265
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	17	Auction	1686228503.6166399
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	18	Wait	1686228619.750559
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	19	AuctionResult	1686228676.2139509
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	20	Cheating	1686228682.0677617
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	21	AuctionWait	1686228751.0272238
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	22	Auction	1686228751.339961
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	23	Wait	1686228819.7130702
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	24	AuctionResult	1686228858.1654963
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	25	Cheating	1686228865.0502143
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	26	AuctionWait	1686228923.4275317
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	27	BDM	1686228923.7780633
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	28	BDMResult	1686229034.2525492
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	29	Cheating	1686229044.4790628
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	30	EndCheating	1686229091.588975
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	31	DebriefingInstructions	1686229099.4882479
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	32	DebriefCheating1	1686229106.223187
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	33	DebriefCheating2	1686229255.0486565
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	34	DebriefCheating3	1686229373.799642
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	35	DebriefCheating4	1686229435.662294
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	36	Lottery	1686229481.307351
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	37	LotteryWin	1686229547.5536122
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	38	LotteryInstructions	1686229558.6748486
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	39	DiceLottery	1686229611.391598
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	40	QuestInstructions	1686229632.7554405
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	41	Hexaco	1686229650.6568596
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	42	Prosociality	1686230044.5538778
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	43	Demographics	1686230125.2050183
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	44	Ending	1686230136.3008242
23_06_08_140509_e2cd1e1e-5341-4fbb-a34c-5f05c94b7f1e.txt	45	Exit	1686230235.8926942
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	1	Initial	1686225912.2860987
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	2	Login	1686225973.5192685
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	3	Intro	1686226102.7718966
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	4	Charity	1686226157.7104557
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	5	CheatingInstructions	1686226180.65071
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	6	Cheating	1686226360.2848163
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	7	Instructions2	1686226447.1666157
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	8	Cheating	1686226454.0986574
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	9	BDM	1686226527.158573
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	10	BDMResult	1686226668.0333698
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	11	Cheating	1686226675.7903101
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	12	Auction	1686226727.8465457
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	13	Wait	1686226883.361577
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	14	AuctionResult	1686227206.2199392
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	15	Cheating	1686227212.0862122
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	16	AuctionWait	1686227269.5082104
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	17	Auction	1686227282.3298175
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	18	Wait	1686227307.1893563
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	19	AuctionResult	1686227373.127279
23_06_08_140512_592ca275-599c-4c37-afa4-eb087ae7e513.txt	20	Cheating	1686227381.0373838
