id	question	answer
e02029e5-a438-4890-9af5-464b42cce971	1	3
e02029e5-a438-4890-9af5-464b42cce971	2	2
e422837e-197c-4f81-9f6f-7cd6501036de	1	3
e422837e-197c-4f81-9f6f-7cd6501036de	2	2
49a108b4-7f02-4394-9e4d-fb98d2817f0a	1	3
49a108b4-7f02-4394-9e4d-fb98d2817f0a	2	3
f380c4e1-4001-4fd7-aa7b-8e38dcd61b84	1	3
f380c4e1-4001-4fd7-aa7b-8e38dcd61b84	2	3
7fab4fd6-e257-4af1-a753-b434d7bc13b2	1	1
7fab4fd6-e257-4af1-a753-b434d7bc13b2	2	3
49be27bc-9f90-4bb8-a487-e590faf658a4	1	3
49be27bc-9f90-4bb8-a487-e590faf658a4	2	2
b43c7502-7446-4e23-88fb-61a21fd37cee	1	3
b43c7502-7446-4e23-88fb-61a21fd37cee	2	3
6a900c9f-f05e-4274-add0-efb54795f6a8	1	3
6a900c9f-f05e-4274-add0-efb54795f6a8	2	2
2533feca-b1b1-4868-82a6-1ed3e83c10e1	1	3
2533feca-b1b1-4868-82a6-1ed3e83c10e1	2	2
56d4f951-5784-4a09-9279-2faf91bd0471	1	3
56d4f951-5784-4a09-9279-2faf91bd0471	2	3
83047a1b-ff96-477a-b426-3c6293d45167	1	3
83047a1b-ff96-477a-b426-3c6293d45167	2	1
1da122c6-3eee-4928-8429-695c69980611	1	3
1da122c6-3eee-4928-8429-695c69980611	2	3
3ecf331c-b5dd-405c-86e3-002ec955e370	1	3
3ecf331c-b5dd-405c-86e3-002ec955e370	2	3
558f1433-0791-4f2a-ae39-b8ed7b220be4	1	3
558f1433-0791-4f2a-ae39-b8ed7b220be4	2	2
ad14534b-9204-43b6-b454-948f2095f858	1	3
ad14534b-9204-43b6-b454-948f2095f858	2	2
a4ded15a-bf9f-4b4c-ad06-f919264ec546	1	3
a4ded15a-bf9f-4b4c-ad06-f919264ec546	2	3
e81ba0f8-e68a-44a4-b053-9b54cd8e0ee2	1	3
e81ba0f8-e68a-44a4-b053-9b54cd8e0ee2	2	2
b77ef74b-fdb9-4d4b-8536-af850b49e8bd	1	3
b77ef74b-fdb9-4d4b-8536-af850b49e8bd	2	3
e70e9573-58bb-4ea5-a13f-edcc1ec4b84c	1	3
e70e9573-58bb-4ea5-a13f-edcc1ec4b84c	2	2
1e131d19-7703-4c1a-a50b-54f91055a198	1	3
1e131d19-7703-4c1a-a50b-54f91055a198	2	2
ca1440e7-0d2d-48eb-b270-5e0c84eefc8c	1	3
ca1440e7-0d2d-48eb-b270-5e0c84eefc8c	2	3
5cd06121-b886-4998-b994-f9858e91ab25	1	3
5cd06121-b886-4998-b994-f9858e91ab25	2	2
bdd762ab-6e69-4d9e-801b-5aff4ffe7767	1	3
bdd762ab-6e69-4d9e-801b-5aff4ffe7767	2	3
df850586-902e-4c0d-93ee-161bb3de9d9c	1	3
df850586-902e-4c0d-93ee-161bb3de9d9c	2	2
468580d7-233c-491b-ac68-da623ba767b7	1	3
468580d7-233c-491b-ac68-da623ba767b7	2	2
89170ab0-f9cc-469f-860c-a96506565ae7	1	3
89170ab0-f9cc-469f-860c-a96506565ae7	2	1
6efa0fba-a600-46b5-aacd-0129dce45149	1	3
6efa0fba-a600-46b5-aacd-0129dce45149	2	2
51ecaff0-a4ad-48a9-a78f-e3d164eb1f78	1	3
51ecaff0-a4ad-48a9-a78f-e3d164eb1f78	2	2
c5647960-3bfd-4a9a-91a6-3adf918174d8	1	3
c5647960-3bfd-4a9a-91a6-3adf918174d8	2	2
d05ea89a-2169-4607-b690-a16c9207fedd	1	2
d05ea89a-2169-4607-b690-a16c9207fedd	2	2
cd04c1d8-28e6-4699-b0b5-0da984c4bd93	1	3
cd04c1d8-28e6-4699-b0b5-0da984c4bd93	2	3
e5943ddd-a69d-4fe8-8c3c-8591fc4f423d	1	3
e5943ddd-a69d-4fe8-8c3c-8591fc4f423d	2	2
37436751-10d5-40ff-9ffe-75633fb404fe	1	2
37436751-10d5-40ff-9ffe-75633fb404fe	2	2
04b7e20c-d390-4631-9ffb-decdce1c9769	1	3
04b7e20c-d390-4631-9ffb-decdce1c9769	2	2
fba9d3cf-c16c-4a04-82ae-c5e825e9dfb6	1	3
fba9d3cf-c16c-4a04-82ae-c5e825e9dfb6	2	2
d738ba38-120f-4106-b451-239f7f5b3c21	1	3
d738ba38-120f-4106-b451-239f7f5b3c21	2	3
6363a5b6-072e-4460-91ca-6f8aebd1f7a0	1	3
6363a5b6-072e-4460-91ca-6f8aebd1f7a0	2	2
3f5e3315-b27b-40eb-814b-ee157ac4dac2	1	1
3f5e3315-b27b-40eb-814b-ee157ac4dac2	2	2
37407775-058f-4d25-baac-052cf1462b5a	1	3
37407775-058f-4d25-baac-052cf1462b5a	2	3
99ef30ab-8999-48fb-af8e-68f7b3511396	1	3
99ef30ab-8999-48fb-af8e-68f7b3511396	2	2
7d8e44db-2d49-4b80-8fe5-1902fcf8b4b8	1	1
7d8e44db-2d49-4b80-8fe5-1902fcf8b4b8	2	3
3e642eda-2ed3-4f62-a735-3d6e63070c84	1	3
3e642eda-2ed3-4f62-a735-3d6e63070c84	2	2
3bf95e66-b844-4a07-9b9b-7bd3fd374790	1	3
3bf95e66-b844-4a07-9b9b-7bd3fd374790	2	1
a0091ca6-f480-4069-aa9f-d66b68cf3d72	1	3
a0091ca6-f480-4069-aa9f-d66b68cf3d72	2	3
5f5a91e8-1248-4fe6-9911-1b36f2abac03	1	3
5f5a91e8-1248-4fe6-9911-1b36f2abac03	2	2
b772a82d-95c6-4bc0-9a30-40741c45115c	1	3
b772a82d-95c6-4bc0-9a30-40741c45115c	2	2
746fb2f9-7c85-429d-ae5d-db4aab8ec520	1	3
746fb2f9-7c85-429d-ae5d-db4aab8ec520	2	2
e53b4c62-453d-4911-9868-ee560edda0b0	1	3
e53b4c62-453d-4911-9868-ee560edda0b0	2	3
c8fc6c72-3ad3-4b89-8161-9d650682aa1f	1	3
c8fc6c72-3ad3-4b89-8161-9d650682aa1f	2	2
90345430-f0aa-4a7c-998f-30a450724f85	1	2
90345430-f0aa-4a7c-998f-30a450724f85	2	3
452e4c30-68a6-4f2c-9274-20c74f2d5bbf	1	3
452e4c30-68a6-4f2c-9274-20c74f2d5bbf	2	1
328885a1-42bc-4a22-8eee-a4b4c6a8dce8	1	2
328885a1-42bc-4a22-8eee-a4b4c6a8dce8	2	1
5f15f6b6-eb40-4f20-a918-12274a191d84	1	3
5f15f6b6-eb40-4f20-a918-12274a191d84	2	3
abfcf329-f616-4c25-96fb-69e5e2d0f48c	1	3
abfcf329-f616-4c25-96fb-69e5e2d0f48c	2	2
9acba6e6-6f02-45b7-b037-90f1e13662a8	1	1
9acba6e6-6f02-45b7-b037-90f1e13662a8	2	2
58bf73de-6595-4fef-89ce-34d770b441ab	1	3
58bf73de-6595-4fef-89ce-34d770b441ab	2	2
c66b69bb-5dca-4464-8f36-506c5ba7a7cc	1	3
c66b69bb-5dca-4464-8f36-506c5ba7a7cc	2	2
23332da8-bc72-4f94-bb04-f7e8984587f5	1	3
23332da8-bc72-4f94-bb04-f7e8984587f5	2	3
1688fcb7-e9a9-4f1a-be51-0ecf6e5d0b5f	1	1
1688fcb7-e9a9-4f1a-be51-0ecf6e5d0b5f	2	1
1275c944-b232-4489-85fb-b0c8379bc9af	1	3
1275c944-b232-4489-85fb-b0c8379bc9af	2	1
efc945d6-efd2-4678-af18-5b9c7b5de03f	1	3
efc945d6-efd2-4678-af18-5b9c7b5de03f	2	2
017a3395-1ef4-4161-b27c-626031e21672	1	3
017a3395-1ef4-4161-b27c-626031e21672	2	3
720ea58a-e033-4609-a88c-3d4a54acbb1e	1	3
720ea58a-e033-4609-a88c-3d4a54acbb1e	2	2
d9733090-59a5-4901-a58d-9b45a8ffbdfa	1	3
d9733090-59a5-4901-a58d-9b45a8ffbdfa	2	2
9b862289-c3dd-4e56-8ed2-c48a85353162	1	3
9b862289-c3dd-4e56-8ed2-c48a85353162	2	2
de8213e8-126d-43f4-84ba-5e1365c75f92	1	3
de8213e8-126d-43f4-84ba-5e1365c75f92	2	2
eeadc02f-5ae8-4574-9ca4-600e597f7305	1	1
eeadc02f-5ae8-4574-9ca4-600e597f7305	2	3
fcae8279-e541-4202-8775-5766f259d2f9	1	1
fcae8279-e541-4202-8775-5766f259d2f9	2	3
e25ae80f-522f-4064-b6b4-db2928837997	1	3
e25ae80f-522f-4064-b6b4-db2928837997	2	2
33961394-e0c1-438d-9853-8e629e164643	1	3
33961394-e0c1-438d-9853-8e629e164643	2	2
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	1	1
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	2	2
765fb0b7-602f-4dc4-9835-5bb42063ef05	1	1
765fb0b7-602f-4dc4-9835-5bb42063ef05	2	3
e6b58a3d-b076-4751-a129-eb838740960d	1	3
e6b58a3d-b076-4751-a129-eb838740960d	2	2
2162396e-43a1-4231-88e2-c59d6d269c96	1	2
2162396e-43a1-4231-88e2-c59d6d269c96	2	2
46464364-c001-4ccb-9543-a4e809b0451f	1	3
46464364-c001-4ccb-9543-a4e809b0451f	2	3
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	1	3
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	2	2
28569618-0718-43b5-bfe5-c7aa8516bfe3	1	3
28569618-0718-43b5-bfe5-c7aa8516bfe3	2	3
b9336393-ad95-418d-b753-0a5bb35cf964	1	2
b9336393-ad95-418d-b753-0a5bb35cf964	2	2
a5bdf693-8a7b-4250-ab58-12d4c28b9670	1	3
a5bdf693-8a7b-4250-ab58-12d4c28b9670	2	2
5be468f7-a961-4122-af7a-a27659e9029f	1	2
5be468f7-a961-4122-af7a-a27659e9029f	2	2
ceda4815-c7ac-46b9-8de7-e02c96b70268	1	3
ceda4815-c7ac-46b9-8de7-e02c96b70268	2	3
f682eb24-f2fc-42c1-b2b0-b98de23105a9	1	3
f682eb24-f2fc-42c1-b2b0-b98de23105a9	2	2
447ae28a-2490-4c0b-83f2-93fcc868fdf8	1	3
447ae28a-2490-4c0b-83f2-93fcc868fdf8	2	2
04a9c6af-c763-4fb2-9930-620c314ff12b	1	3
04a9c6af-c763-4fb2-9930-620c314ff12b	2	1
4a4e5311-b58e-47c0-8689-3593b6ff50b8	1	3
4a4e5311-b58e-47c0-8689-3593b6ff50b8	2	2
74e96c26-d771-4351-9d66-0f2c95988d16	1	3
74e96c26-d771-4351-9d66-0f2c95988d16	2	3
9a491cec-1eca-4dc0-a60b-622851ffc78e	1	3
9a491cec-1eca-4dc0-a60b-622851ffc78e	2	2
fbccbd55-8732-45c0-a082-6dfb91c3c3d8	1	3
fbccbd55-8732-45c0-a082-6dfb91c3c3d8	2	2
463a4c76-a336-4e95-b5bf-4fe4763417bd	1	3
463a4c76-a336-4e95-b5bf-4fe4763417bd	2	2
d95c55e4-78bf-4e46-aca9-42022edaafde	1	3
d95c55e4-78bf-4e46-aca9-42022edaafde	2	2
4e0cbe98-d9fd-4925-823c-736ea8727b2b	1	3
4e0cbe98-d9fd-4925-823c-736ea8727b2b	2	2
6c6ac2ab-007b-4b38-9397-68ff2f4033e5	1	3
6c6ac2ab-007b-4b38-9397-68ff2f4033e5	2	2
01086881-1cf7-418a-a701-d22bd5dee7fd	1	3
01086881-1cf7-418a-a701-d22bd5dee7fd	2	2
13b3d984-3490-4c7c-9a3d-d591a073d185	1	3
13b3d984-3490-4c7c-9a3d-d591a073d185	2	2
617cdf44-b19b-40a1-a1af-c5e53b43725b	1	3
617cdf44-b19b-40a1-a1af-c5e53b43725b	2	2
64579add-a6a5-409c-b0ec-64b72f59e8bd	1	3
64579add-a6a5-409c-b0ec-64b72f59e8bd	2	2
afa12c4e-eee6-4297-ad5a-404c7523c9a6	1	3
afa12c4e-eee6-4297-ad5a-404c7523c9a6	2	3
b350049a-33c4-499a-b851-f39725b0605a	1	3
b350049a-33c4-499a-b851-f39725b0605a	2	3
5c04e800-cf33-4f88-839d-4a4cfb6f79c2	1	3
5c04e800-cf33-4f88-839d-4a4cfb6f79c2	2	2
6c3e6663-04bd-48b8-9e0a-e9251689e68d	1	3
6c3e6663-04bd-48b8-9e0a-e9251689e68d	2	2
15bba6c1-2e27-48ee-a869-e5530259787b	1	1
15bba6c1-2e27-48ee-a869-e5530259787b	2	3
ac0c96a1-e48a-49df-aa1e-326143ce4a5f	1	3
ac0c96a1-e48a-49df-aa1e-326143ce4a5f	2	3
f35459e1-5bcb-4824-9889-41ba0913bae7	1	3
f35459e1-5bcb-4824-9889-41ba0913bae7	2	2
0f6f6cd1-43c8-4ccb-8821-b8820999bb86	1	3
0f6f6cd1-43c8-4ccb-8821-b8820999bb86	2	2
2443f41d-5ce2-4b7e-8260-d618ab37dc65	1	3
2443f41d-5ce2-4b7e-8260-d618ab37dc65	2	2
19e25ebc-6ed3-4421-bdd7-ddd98b598459	1	2
19e25ebc-6ed3-4421-bdd7-ddd98b598459	2	3
2e506234-ecb0-4512-9bb2-133af73fd0b5	1	3
2e506234-ecb0-4512-9bb2-133af73fd0b5	2	2
a97a3831-83cc-4bbc-87e8-7a63b06fcc79	1	3
a97a3831-83cc-4bbc-87e8-7a63b06fcc79	2	2
60746344-a02b-4db2-a1a4-71354bbdf2e9	1	3
60746344-a02b-4db2-a1a4-71354bbdf2e9	2	3
94ce4077-0761-4e77-a775-2645775acbfb	1	3
94ce4077-0761-4e77-a775-2645775acbfb	2	2
3fb1afc1-7d1f-4817-ba90-7457c3b40a44	1	2
3fb1afc1-7d1f-4817-ba90-7457c3b40a44	2	3
58506d34-c738-4473-b885-8a84b1acc125	1	3
58506d34-c738-4473-b885-8a84b1acc125	2	3
70e6d3a6-035f-4077-b0fe-81ae3a249b14	1	3
70e6d3a6-035f-4077-b0fe-81ae3a249b14	2	3
db7d3753-72f6-45d6-a6ec-beaf73967b04	1	3
db7d3753-72f6-45d6-a6ec-beaf73967b04	2	2
323a479c-ccad-4abd-87e3-fb448f113c4d	1	3
323a479c-ccad-4abd-87e3-fb448f113c4d	2	2
873c0ef1-6a60-4b2c-8906-a19b27fa714e	1	2
873c0ef1-6a60-4b2c-8906-a19b27fa714e	2	2
4751456b-4725-4ee8-9d92-9e0f538d3e35	1	3
4751456b-4725-4ee8-9d92-9e0f538d3e35	2	3
2c1aac25-f8dc-41f7-ac62-2e7b9d51c141	1	3
2c1aac25-f8dc-41f7-ac62-2e7b9d51c141	2	2
bc322b98-a056-4e24-ab95-3a3580fcbb93	1	3
bc322b98-a056-4e24-ab95-3a3580fcbb93	2	2
f1c2a98e-0738-47f9-b670-72d0d52d9c04	1	3
f1c2a98e-0738-47f9-b670-72d0d52d9c04	2	2
e70e260d-89e2-4fb0-bcfe-07f299c9c99b	1	3
e70e260d-89e2-4fb0-bcfe-07f299c9c99b	2	3
90553ea3-e275-43a3-afe9-18fefe83b797	1	3
90553ea3-e275-43a3-afe9-18fefe83b797	2	2
14439041-c353-42ec-8b0d-696e3827d9d0	1	3
14439041-c353-42ec-8b0d-696e3827d9d0	2	2
5d2f9b33-5d37-48b4-a874-160a97cab654	1	3
5d2f9b33-5d37-48b4-a874-160a97cab654	2	2
601dc6f5-f7d9-46db-9509-5eb01343b644	1	3
601dc6f5-f7d9-46db-9509-5eb01343b644	2	2
a8337fc0-609d-48a2-8c7d-7eac635adb59	1	3
a8337fc0-609d-48a2-8c7d-7eac635adb59	2	2
fddbd9eb-8af4-408f-92c4-adb2de449f3b	1	3
fddbd9eb-8af4-408f-92c4-adb2de449f3b	2	2
b588d51f-a123-4a3d-b81a-a7d93e0f9f52	1	3
b588d51f-a123-4a3d-b81a-a7d93e0f9f52	2	2
cc79acdd-50ad-4278-bd3c-77b8231e5f7b	1	3
cc79acdd-50ad-4278-bd3c-77b8231e5f7b	2	2
192c5fa4-3561-4821-ad29-63be540f1e49	1	3
192c5fa4-3561-4821-ad29-63be540f1e49	2	2
3463b0f0-eca0-47bf-a161-5790ea46061e	1	3
3463b0f0-eca0-47bf-a161-5790ea46061e	2	2
809417b4-1e17-4cfc-afb2-7b7a2aaa154c	1	1
809417b4-1e17-4cfc-afb2-7b7a2aaa154c	2	3
7054efc1-390b-43a2-8b82-9484189edc0d	1	3
7054efc1-390b-43a2-8b82-9484189edc0d	2	2
7efc290b-6fd2-465c-b617-5b050e5f7c7b	1	3
7efc290b-6fd2-465c-b617-5b050e5f7c7b	2	3
c9224dc5-21e9-4efc-a04f-c42b479aeffe	1	3
c9224dc5-21e9-4efc-a04f-c42b479aeffe	2	2
4abca261-ed22-4157-a349-eb8e84d439b2	1	1
4abca261-ed22-4157-a349-eb8e84d439b2	2	3
a028ace0-928f-43a9-8ef4-bc20b1dadfe8	1	3
a028ace0-928f-43a9-8ef4-bc20b1dadfe8	2	2
ab8b4070-66ac-4c78-b8a6-f4440f0e2f10	1	3
ab8b4070-66ac-4c78-b8a6-f4440f0e2f10	2	2
4617e72c-f0aa-4927-a89d-dd287e9a5511	1	3
4617e72c-f0aa-4927-a89d-dd287e9a5511	2	3
fa69beea-64f5-4cba-9942-3e0c02ac50f8	1	3
fa69beea-64f5-4cba-9942-3e0c02ac50f8	2	3
db2a60dd-24cc-4bcf-b154-01f70ea4797b	1	3
db2a60dd-24cc-4bcf-b154-01f70ea4797b	2	3
80a51c7a-3a44-4c5e-82f6-215db491d368	1	2
80a51c7a-3a44-4c5e-82f6-215db491d368	2	3
f3084089-a209-4ece-9e98-5dcb89f5a298	1	3
f3084089-a209-4ece-9e98-5dcb89f5a298	2	2
6206f933-ce2c-4dd6-baeb-75e865bde85a	1	1
6206f933-ce2c-4dd6-baeb-75e865bde85a	2	2
01838e27-d7b3-4477-8843-974d0bd70592	1	3
01838e27-d7b3-4477-8843-974d0bd70592	2	2
35aea501-a699-4959-8bfe-ab31013608b3	1	3
35aea501-a699-4959-8bfe-ab31013608b3	2	2
721a9703-3a0b-4f8a-8021-75266c7aa6bb	1	3
721a9703-3a0b-4f8a-8021-75266c7aa6bb	2	2
e9a5ab82-89b1-44fc-81b6-08f02e7afbea	1	3
e9a5ab82-89b1-44fc-81b6-08f02e7afbea	2	1
9c9e8505-5b90-4e64-be5b-83869d878363	1	3
9c9e8505-5b90-4e64-be5b-83869d878363	2	2
d719d4f3-8a76-4399-90e9-de504431c07c	1	3
d719d4f3-8a76-4399-90e9-de504431c07c	2	3
cced9ed2-9106-4c43-94af-4d8956ca98b8	1	1
cced9ed2-9106-4c43-94af-4d8956ca98b8	2	2
8607300f-eadc-462a-8335-8f5e5f86a07d	1	3
8607300f-eadc-462a-8335-8f5e5f86a07d	2	1
d9a089d8-6cf1-48ee-b272-0468ea1eb1e8	1	3
d9a089d8-6cf1-48ee-b272-0468ea1eb1e8	2	2
57b2df29-4c1b-4cf2-8694-a3ee55f4734b	1	3
57b2df29-4c1b-4cf2-8694-a3ee55f4734b	2	2
90427588-a547-48b7-9517-a9bb8dda8c63	1	3
90427588-a547-48b7-9517-a9bb8dda8c63	2	2
7c3723e4-4c13-46f0-9b96-0ca791a3d15a	1	3
7c3723e4-4c13-46f0-9b96-0ca791a3d15a	2	2
11e6e146-b1f2-4dbe-a3ef-dd1b1cf384ca	1	3
11e6e146-b1f2-4dbe-a3ef-dd1b1cf384ca	2	3
12cb492d-cc65-489b-b4e0-9613bff317ff	1	3
12cb492d-cc65-489b-b4e0-9613bff317ff	2	2
9c24a135-eb00-48ae-ba21-5f8f84566df0	1	3
9c24a135-eb00-48ae-ba21-5f8f84566df0	2	2
124f6598-ef74-482b-8323-c1cc739ccbfb	1	3
124f6598-ef74-482b-8323-c1cc739ccbfb	2	2
480621b9-24c7-438f-825f-fc3bd72d0c7c	1	3
480621b9-24c7-438f-825f-fc3bd72d0c7c	2	2
fe393ca2-47e0-448a-a4bd-43822ec9897b	1	3
fe393ca2-47e0-448a-a4bd-43822ec9897b	2	2
18766930-35ab-48a5-9b4c-fbb903551ae0	1	3
18766930-35ab-48a5-9b4c-fbb903551ae0	2	3
aca255af-50af-4292-ab8e-e52623fde60c	1	1
aca255af-50af-4292-ab8e-e52623fde60c	2	2
2a5f9eec-b49d-4ad3-a6ed-880f7c4a51bb	1	3
2a5f9eec-b49d-4ad3-a6ed-880f7c4a51bb	2	2
461e36ef-2744-41b4-a429-214b4c844755	1	3
461e36ef-2744-41b4-a429-214b4c844755	2	3
95343453-e8b0-43c1-898a-d1f6a74ffae3	1	3
95343453-e8b0-43c1-898a-d1f6a74ffae3	2	2
62402dad-d3b6-4e7a-9b09-7d81908765e7	1	3
62402dad-d3b6-4e7a-9b09-7d81908765e7	2	3
30687918-83c4-4263-a828-44d9cdde7a8b	1	1
30687918-83c4-4263-a828-44d9cdde7a8b	2	3
99ca786d-9dfa-4d91-9f0e-62d9930d6860	1	3
99ca786d-9dfa-4d91-9f0e-62d9930d6860	2	2
2b9562a7-c846-4de3-81d6-d24ebde66b84	1	3
2b9562a7-c846-4de3-81d6-d24ebde66b84	2	3
d765d2cf-ef45-41e6-ad7f-8814b46535f5	1	3
d765d2cf-ef45-41e6-ad7f-8814b46535f5	2	3
1828ce77-b575-4bca-aa3b-517fb06f8172	1	3
1828ce77-b575-4bca-aa3b-517fb06f8172	2	2
4c1e0ae3-bbf6-482f-9a03-d17bbf44accd	1	1
4c1e0ae3-bbf6-482f-9a03-d17bbf44accd	2	3
121c5293-f03e-45fc-a08d-a068f94329fb	1	3
121c5293-f03e-45fc-a08d-a068f94329fb	2	2
b592a427-b9ab-4b45-aacb-a641480c0890	1	3
b592a427-b9ab-4b45-aacb-a641480c0890	2	2
bb82be52-279f-4076-9df5-01082b760687	1	3
bb82be52-279f-4076-9df5-01082b760687	2	1
88ff3945-16cb-42bb-b174-f9ea0cbfb011	1	3
88ff3945-16cb-42bb-b174-f9ea0cbfb011	2	3
aa2e4a71-4ae2-4c3e-bafe-a6b27e96bf9b	1	3
aa2e4a71-4ae2-4c3e-bafe-a6b27e96bf9b	2	2
c1bfe895-fb86-4f48-8740-a188999a1fd2	1	3
c1bfe895-fb86-4f48-8740-a188999a1fd2	2	3
75a0beec-f9d2-443c-80b0-af4da8568b90	1	3
75a0beec-f9d2-443c-80b0-af4da8568b90	2	2
98e3edd2-4de1-4bf8-a64a-aee0c82c636b	1	1
98e3edd2-4de1-4bf8-a64a-aee0c82c636b	2	2
dec03a33-8360-4894-9fb0-abc3962b7ca7	1	3
dec03a33-8360-4894-9fb0-abc3962b7ca7	2	2
66684283-bd7d-49e5-8c8f-89112451b7dc	1	3
66684283-bd7d-49e5-8c8f-89112451b7dc	2	2
a709d825-98db-4dad-89d9-530b2fda8179	1	3
a709d825-98db-4dad-89d9-530b2fda8179	2	2
de7ff20e-5a37-4106-b7f6-2546126a6ddc	1	2
de7ff20e-5a37-4106-b7f6-2546126a6ddc	2	2
fc8ffdfe-ba6d-4e59-962a-171f3441c35c	1	2
fc8ffdfe-ba6d-4e59-962a-171f3441c35c	2	2
948f1404-83f9-467b-bb70-568d99938477	1	3
948f1404-83f9-467b-bb70-568d99938477	2	2
57adb9ed-2443-4484-9960-8fa5fcb527b1	1	3
57adb9ed-2443-4484-9960-8fa5fcb527b1	2	3
ebda2c24-a29e-4206-a979-a57a9572a506	1	3
ebda2c24-a29e-4206-a979-a57a9572a506	2	2
9e8097b1-cbfd-4eb3-85bf-4fe5a98a0dc5	1	3
9e8097b1-cbfd-4eb3-85bf-4fe5a98a0dc5	2	2
9c5f3470-70ed-4818-92e4-5a19f1e717f9	1	3
9c5f3470-70ed-4818-92e4-5a19f1e717f9	2	2
a9f7a6ff-7bb5-455b-8646-e1404569a4f9	1	3
a9f7a6ff-7bb5-455b-8646-e1404569a4f9	2	3
97b3a156-86dc-4340-b916-c41f29180278	1	3
97b3a156-86dc-4340-b916-c41f29180278	2	2
e60f7cca-e7aa-4080-8d54-3eb58e8481ed	1	2
e60f7cca-e7aa-4080-8d54-3eb58e8481ed	2	1
7598ffaf-8520-4d69-b9ae-2dc8dd759f16	1	3
7598ffaf-8520-4d69-b9ae-2dc8dd759f16	2	2
89aa167d-810c-4d65-8e4c-7f6f7791ef44	1	3
89aa167d-810c-4d65-8e4c-7f6f7791ef44	2	3
0e8a89ae-2a79-436b-b21e-43a2547a7d27	1	3
0e8a89ae-2a79-436b-b21e-43a2547a7d27	2	3
d0e78264-3881-44ca-8488-7fda15c82713	1	3
d0e78264-3881-44ca-8488-7fda15c82713	2	2
b7f6a14a-c410-4909-bb2b-2b5e1aebaf88	1	3
b7f6a14a-c410-4909-bb2b-2b5e1aebaf88	2	2
1f205f0d-1e5a-450d-9f9f-6c1f0df1554d	1	3
1f205f0d-1e5a-450d-9f9f-6c1f0df1554d	2	1
acc95164-0811-423d-b403-423827a1a345	1	3
acc95164-0811-423d-b403-423827a1a345	2	2
783fd298-3100-439f-ba8a-c5a767c3a7a5	1	3
783fd298-3100-439f-ba8a-c5a767c3a7a5	2	2
48b292f3-fb3d-4bc4-80c5-bf81a611c5b0	1	3
48b292f3-fb3d-4bc4-80c5-bf81a611c5b0	2	2
ad393d2b-dac1-4273-8c75-57ba08a5b4b1	1	3
ad393d2b-dac1-4273-8c75-57ba08a5b4b1	2	1
49764889-7df4-4df0-b241-00b5db9d9903	1	3
49764889-7df4-4df0-b241-00b5db9d9903	2	2
89feb0b7-0e1b-4406-bdd2-97fd6b4aa3da	1	2
89feb0b7-0e1b-4406-bdd2-97fd6b4aa3da	2	2
54c557d4-2b91-4e19-b7c5-21b687a55b33	1	3
54c557d4-2b91-4e19-b7c5-21b687a55b33	2	2
52d44276-c3d3-48e4-96be-c969acb99aa3	1	3
