id	bdm_reward	bdm_charity_loss	bdm_charity_loss_others	bdm_others_bids	bdm_others_prediction	bdm_fun	bdm_ease	bdm_reward_influence	bdm_charity_loss_influence	bdm_winner	bdm_overcome_others	auction_reward	auction_charity_loss	auction_charity_loss_others	auction_others_bids	auction_others_prediction	auction_fun	auction_ease	auction_reward_influence	auction_charity_loss_influence	auction_winner	auction_overcome_others
99ef30ab-8999-48fb-af8e-68f7b3511396	5	2	4	5	1	1	1	5	2	1	1	5	2	4	5	1	1	1	5	2	1	1
7d8e44db-2d49-4b80-8fe5-1902fcf8b4b8	5	4	1	2	3	1	5	5	5	1	1	5	5	3	3	2	1	4	5	5	1	1
3e642eda-2ed3-4f62-a735-3d6e63070c84	5	4	1	4	2	4	4	5	5	1	1	5	4	1	3	4	4	3	5	5	1	1
3bf95e66-b844-4a07-9b9b-7bd3fd374790	4	2	1	4	3	4	5	4	3	3	3	4	2	1	5	3	4	5	4	3	3	3
a0091ca6-f480-4069-aa9f-d66b68cf3d72	4	3	3	1	1	5	5	5	2	1	1	4	4	4	1	1	5	5	5	5	1	1
5f5a91e8-1248-4fe6-9911-1b36f2abac03	3	4	1	2	1	3	5	3	3	1	1	5	4	1	1	1	3	5	3	3	1	1
b772a82d-95c6-4bc0-9a30-40741c45115c	5	4	1	4	3	1	1	5	4	2	2	5	4	1	4	3	1	1	5	4	2	4
746fb2f9-7c85-429d-ae5d-db4aab8ec520	3	4	1	3	3	4	5	3	3	2	2	3	2	1	3	3	4	5	3	3	2	2
e53b4c62-453d-4911-9868-ee560edda0b0	5	5	1	5	4	2	1	5	5	3	3	5	5	1	5	4	2	1	5	5	3	3
c8fc6c72-3ad3-4b89-8161-9d650682aa1f	5	1	1	5	1	1	1	5	1	4	5	5	1	1	5	2	1	1	5	1	4	4
90345430-f0aa-4a7c-998f-30a450724f85	5	3	1	2	5	5	5	4	2	4	1	5	2	1	1	5	5	5	5	4	3	1
452e4c30-68a6-4f2c-9274-20c74f2d5bbf	5	2	1	3	4	3	2	4	3	3	2	5	1	1	5	3	2	2	3	1	2	3
328885a1-42bc-4a22-8eee-a4b4c6a8dce8	5	1	1	4	1	1	1	5	1	1	1	5	1	1	4	1	1	1	5	1	1	1
5f15f6b6-eb40-4f20-a918-12274a191d84	3	3	2	3	4	5	3	3	2	3	3	3	2	2	3	4	4	4	3	2	2	3
abfcf329-f616-4c25-96fb-69e5e2d0f48c	3	4	1	1	1	4	2	2	3	1	1	4	3	2	5	1	4	1	3	2	1	1
9acba6e6-6f02-45b7-b037-90f1e13662a8	3	3	3	4	1	1	1	4	2	1	1	3	3	3	4	1	1	1	5	3	1	1
58bf73de-6595-4fef-89ce-34d770b441ab	5	1	1	1	1	1	1	5	1	1	1	5	1	1	4	4	1	1	5	1	1	1
c66b69bb-5dca-4464-8f36-506c5ba7a7cc	4	1	1	2	2	1	1	1	1	2	1	3	1	1	3	2	1	1	2	1	2	1
23332da8-bc72-4f94-bb04-f7e8984587f5	3	3	2	5	3	5	5	3	4	5	2	3	3	2	5	3	5	5	3	4	5	2
1688fcb7-e9a9-4f1a-be51-0ecf6e5d0b5f	3	5	3	2	2	4	5	2	3	2	1	3	5	4	1	3	4	5	2	4	2	1
1275c944-b232-4489-85fb-b0c8379bc9af	5	1	1	5	1	5	5	1	1	5	1	5	1	1	5	1	5	5	1	1	5	1
efc945d6-efd2-4678-af18-5b9c7b5de03f	4	3	3	2	1	5	5	4	3	4	5	4	4	2	2	3	5	5	5	3	5	5
017a3395-1ef4-4161-b27c-626031e21672	4	1	3	1	1	4	4	3	4	3	3	4	1	1	2	3	4	4	4	4	1	1
720ea58a-e033-4609-a88c-3d4a54acbb1e	5	5	1	5	1	3	3	4	2	1	1	5	5	1	5	1	3	3	4	2	1	1
d9733090-59a5-4901-a58d-9b45a8ffbdfa	5	1	1	3	1	2	3	5	2	5	3	5	2	1	4	1	2	3	5	2	5	3
9b862289-c3dd-4e56-8ed2-c48a85353162	3	2	4	3	5	2	2	1	5	1	1	3	2	5	3	5	2	2	1	5	1	1
de8213e8-126d-43f4-84ba-5e1365c75f92	3	4	1	1	1	5	5	3	4	1	1	2	3	1	3	2	5	5	3	2	1	1
eeadc02f-5ae8-4574-9ca4-600e597f7305	1	1	2	3	1	4	3	5	3	4	3	5	2	2	4	1	3	3	4	2	5	5
fcae8279-e541-4202-8775-5766f259d2f9	3	3	3	4	4	3	3	4	4	4	4	4	4	3	3	3	3	3	4	4	4	4
e25ae80f-522f-4064-b6b4-db2928837997	5	1	1	1	1	1	1	5	1	1	1	5	1	1	5	1	1	1	5	1	1	1
33961394-e0c1-438d-9853-8e629e164643	4	1	1	2	1	3	4	3	1	1	1	3	1	1	2	1	2	3	1	1	1	1
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	1	2	1	3	4	4	5	3	3	5	5	5	4	2	4	4	4	5	5	4	3	3
765fb0b7-602f-4dc4-9835-5bb42063ef05	3	1	1	2	4	2	1	2	2	3	3	3	4	4	3	2	2	1	3	3	2	2
e6b58a3d-b076-4751-a129-eb838740960d	5	3	1	5	2	1	1	5	3	2	1	5	3	1	5	2	1	1	5	3	2	1
2162396e-43a1-4231-88e2-c59d6d269c96	5	4	1	2	2	1	1	5	3	4	1	5	4	2	3	3	1	1	5	3	5	5
46464364-c001-4ccb-9543-a4e809b0451f	5	2	1	5	1	2	2	5	2	5	1	5	2	1	5	1	2	2	5	2	5	1
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	5	1	1	4	1	4	1	3	1	1	1	5	1	1	4	1	4	1	4	1	1	1
28569618-0718-43b5-bfe5-c7aa8516bfe3	5	5	2	1	1	1	1	3	4	1	1	5	5	2	1	1	1	1	3	4	1	1
b9336393-ad95-418d-b753-0a5bb35cf964	3	4	1	4	4	5	5	3	4	1	1	5	5	1	2	3	4	4	4	4	1	1
a5bdf693-8a7b-4250-ab58-12d4c28b9670	2	2	2	5	4	5	1	2	2	1	1	2	2	2	5	4	5	1	2	2	1	1
5be468f7-a961-4122-af7a-a27659e9029f	4	3	1	4	2	2	1	4	4	2	2	4	3	3	2	2	4	3	4	3	5	5
ceda4815-c7ac-46b9-8de7-e02c96b70268	4	4	1	4	3	2	2	2	2	1	1	2	4	1	2	1	1	1	1	3	1	1
f682eb24-f2fc-42c1-b2b0-b98de23105a9	4	3	2	3	3	4	1	4	3	4	4	4	3	2	3	3	4	1	4	3	4	4
447ae28a-2490-4c0b-83f2-93fcc868fdf8	1	4	1	5	4	5	5	1	3	1	1	1	4	1	5	4	5	5	1	3	1	1
04a9c6af-c763-4fb2-9930-620c314ff12b	5	5	5	5	3	1	3	3	3	1	1	5	5	5	4	3	1	1	3	3	1	1
4a4e5311-b58e-47c0-8689-3593b6ff50b8	2	1	1	2	1	3	4	4	3	3	2	2	1	1	2	3	3	4	4	3	3	2
74e96c26-d771-4351-9d66-0f2c95988d16	5	3	2	3	3	5	5	1	1	1	2	5	3	2	3	3	5	5	1	1	1	2
9a491cec-1eca-4dc0-a60b-622851ffc78e	5	5	1	1	5	1	1	5	1	1	1	5	4	1	5	5	1	1	5	4	1	1
fbccbd55-8732-45c0-a082-6dfb91c3c3d8	5	2	1	3	2	1	3	3	1	2	3	5	2	1	4	2	1	3	3	1	2	3
463a4c76-a336-4e95-b5bf-4fe4763417bd	4	1	1	5	3	3	4	5	2	3	3	4	1	5	3	3	3	4	5	2	3	3
d95c55e4-78bf-4e46-aca9-42022edaafde	3	5	1	1	3	3	4	4	4	2	1	4	5	5	3	3	3	3	4	5	2	1
4e0cbe98-d9fd-4925-823c-736ea8727b2b	5	1	1	1	1	2	1	5	1	3	2	5	1	2	3	3	3	1	5	1	4	3
6c6ac2ab-007b-4b38-9397-68ff2f4033e5	5	3	1	1	1	5	1	3	1	1	1	5	3	1	4	1	5	1	3	1	1	1
01086881-1cf7-418a-a701-d22bd5dee7fd	5	1	1	1	1	1	3	5	1	2	2	5	1	1	5	4	1	4	5	1	5	5
13b3d984-3490-4c7c-9a3d-d591a073d185	5	5	1	1	1	1	1	5	5	1	1	5	5	3	3	1	1	1	5	5	1	1
617cdf44-b19b-40a1-a1af-c5e53b43725b	5	1	1	1	1	1	1	5	1	4	4	5	1	1	4	1	1	1	5	1	4	4
64579add-a6a5-409c-b0ec-64b72f59e8bd	3	4	1	1	1	1	1	3	4	1	1	3	4	4	2	2	1	1	2	4	1	1
afa12c4e-eee6-4297-ad5a-404c7523c9a6	3	4	1	3	4	3	3	2	1	2	2	3	4	1	3	5	3	3	3	1	2	2
b350049a-33c4-499a-b851-f39725b0605a	1	4	2	3	4	1	2	1	1	1	1	1	3	3	3	5	1	2	1	1	1	1
5c04e800-cf33-4f88-839d-4a4cfb6f79c2	5	4	1	1	1	2	3	3	2	4	4	5	4	2	3	3	2	3	4	3	4	4
6c3e6663-04bd-48b8-9e0a-e9251689e68d	4	1	1	5	4	3	3	5	1	5	5	5	1	1	5	1	2	2	5	1	3	3
15bba6c1-2e27-48ee-a869-e5530259787b	3	3	2	4	2	1	1	5	1	1	1	5	2	2	3	1	1	1	5	2	1	1
ac0c96a1-e48a-49df-aa1e-326143ce4a5f	5	1	1	5	5	1	1	5	1	5	5	5	1	1	5	5	1	1	5	1	5	5
f35459e1-5bcb-4824-9889-41ba0913bae7	5	1	1	4	4	5	3	1	5	5	5	5	1	1	3	4	5	3	1	5	5	5
0f6f6cd1-43c8-4ccb-8821-b8820999bb86	3	3	3	3	3	2	3	2	3	2	2	3	3	3	2	3	2	3	3	2	2	2
2443f41d-5ce2-4b7e-8260-d618ab37dc65	4	5	1	1	1	1	1	5	5	1	1	5	5	2	4	5	1	1	5	5	3	4
19e25ebc-6ed3-4421-bdd7-ddd98b598459	3	4	3	4	4	2	4	3	4	3	4	2	3	4	5	5	3	4	3	4	2	4
2e506234-ecb0-4512-9bb2-133af73fd0b5	5	1	1	1	1	3	3	5	1	1	1	5	3	2	5	1	3	3	5	3	5	5
a97a3831-83cc-4bbc-87e8-7a63b06fcc79	5	2	1	4	2	2	1	5	2	4	3	5	2	3	4	2	2	1	3	2	3	4
60746344-a02b-4db2-a1a4-71354bbdf2e9	3	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1
94ce4077-0761-4e77-a775-2645775acbfb	1	1	1	1	1	5	5	2	1	1	1	3	1	1	4	2	5	5	2	1	1	1
3fb1afc1-7d1f-4817-ba90-7457c3b40a44	5	1	1	5	5	1	5	5	1	5	5	5	1	1	5	1	1	5	5	1	5	5
58506d34-c738-4473-b885-8a84b1acc125	5	1	1	1	1	5	5	5	1	5	5	5	1	1	4	5	4	4	5	1	5	5
70e6d3a6-035f-4077-b0fe-81ae3a249b14	1	2	1	4	1	3	3	4	1	4	4	1	2	1	4	1	3	3	4	1	4	4
db7d3753-72f6-45d6-a6ec-beaf73967b04	3	4	2	2	2	1	1	4	2	1	2	3	4	2	2	2	1	1	3	3	2	2
323a479c-ccad-4abd-87e3-fb448f113c4d	5	1	1	3	1	5	5	5	1	5	5	5	1	1	3	1	5	5	5	1	5	5
873c0ef1-6a60-4b2c-8906-a19b27fa714e	5	1	1	5	3	3	5	5	1	2	2	5	1	1	5	3	3	5	5	1	2	2
4751456b-4725-4ee8-9d92-9e0f538d3e35	3	2	1	3	1	5	3	1	3	1	1	3	2	2	3	1	5	3	5	2	1	1
2c1aac25-f8dc-41f7-ac62-2e7b9d51c141	5	3	1	5	4	1	1	5	4	2	2	5	3	2	5	4	1	1	5	3	2	2
bc322b98-a056-4e24-ab95-3a3580fcbb93	4	3	3	4	3	4	4	4	1	3	4	4	3	3	3	3	4	4	4	2	3	3
f1c2a98e-0738-47f9-b670-72d0d52d9c04	5	2	1	5	4	5	4	5	1	4	4	5	2	1	4	3	3	3	5	1	4	4
e70e260d-89e2-4fb0-bcfe-07f299c9c99b	5	2	1	1	1	5	2	3	2	1	1	5	2	2	4	5	5	2	3	2	4	4
90553ea3-e275-43a3-afe9-18fefe83b797	5	5	1	1	1	1	1	5	5	1	1	5	5	2	1	3	1	1	5	5	1	2
14439041-c353-42ec-8b0d-696e3827d9d0	5	2	2	5	4	2	2	4	2	4	4	4	1	1	4	5	2	1	5	2	4	4
5d2f9b33-5d37-48b4-a874-160a97cab654	3	5	4	1	2	1	3	5	4	2	1	1	5	3	2	4	2	2	5	4	2	1
601dc6f5-f7d9-46db-9509-5eb01343b644	5	4	1	2	2	4	4	5	4	1	1	5	4	1	2	2	4	4	5	4	1	1
a8337fc0-609d-48a2-8c7d-7eac635adb59	1	3	2	1	2	3	4	2	1	1	1	2	3	3	3	1	2	1	3	1	1	1
fddbd9eb-8af4-408f-92c4-adb2de449f3b	5	5	1	1	1	1	1	5	5	1	1	5	5	1	3	2	1	1	5	5	1	1
b588d51f-a123-4a3d-b81a-a7d93e0f9f52	5	3	1	3	4	1	1	4	2	1	1	5	3	1	5	4	1	1	5	3	1	1
cc79acdd-50ad-4278-bd3c-77b8231e5f7b	4	3	2	3	3	2	2	4	3	2	1	4	3	2	3	2	1	2	4	2	1	1
192c5fa4-3561-4821-ad29-63be540f1e49	5	2	1	1	3	1	3	5	1	1	1	5	2	1	5	5	1	1	5	1	1	1
3463b0f0-eca0-47bf-a161-5790ea46061e	5	1	1	5	2	1	1	5	1	5	4	5	1	1	4	4	1	1	5	1	5	5
809417b4-1e17-4cfc-afb2-7b7a2aaa154c	3	4	1	2	2	4	5	2	2	3	1	4	2	1	3	1	4	4	2	2	2	1
7054efc1-390b-43a2-8b82-9484189edc0d	4	1	1	4	3	5	5	4	1	5	5	5	2	1	3	3	5	5	5	1	5	5
7efc290b-6fd2-465c-b617-5b050e5f7c7b	5	1	1	1	1	1	5	5	1	1	1	5	1	1	1	1	1	5	5	1	1	1
c9224dc5-21e9-4efc-a04f-c42b479aeffe	4	1	1	5	3	3	1	5	1	3	3	5	1	1	5	5	3	2	5	1	3	3
4abca261-ed22-4157-a349-eb8e84d439b2	4	3	2	5	1	3	4	4	3	3	3	5	3	2	5	1	3	3	4	3	2	3
a028ace0-928f-43a9-8ef4-bc20b1dadfe8	3	3	3	3	1	5	3	3	3	4	2	3	3	3	3	1	5	3	3	3	4	2
ab8b4070-66ac-4c78-b8a6-f4440f0e2f10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4617e72c-f0aa-4927-a89d-dd287e9a5511	1	1	1	5	3	1	3	1	1	2	2	1	1	1	5	3	1	3	1	1	2	2
fa69beea-64f5-4cba-9942-3e0c02ac50f8	4	1	1	2	1	1	1	5	1	3	3	4	1	1	2	1	1	1	5	1	3	3
db2a60dd-24cc-4bcf-b154-01f70ea4797b	2	2	1	1	1	3	5	5	2	1	1	5	2	1	5	1	3	5	5	2	4	4
80a51c7a-3a44-4c5e-82f6-215db491d368	3	1	1	2	2	4	4	5	1	1	1	4	1	1	1	2	3	3	4	1	1	1
f3084089-a209-4ece-9e98-5dcb89f5a298	5	3	2	1	1	2	1	5	3	4	4	5	3	2	5	5	2	1	5	2	5	5
6206f933-ce2c-4dd6-baeb-75e865bde85a	5	1	2	4	3	3	4	5	2	5	4	5	2	1	5	3	4	4	4	1	3	3
01838e27-d7b3-4477-8843-974d0bd70592	5	3	1	1	1	5	1	3	1	4	4	5	3	1	3	1	5	1	3	1	4	4
35aea501-a699-4959-8bfe-ab31013608b3	5	2	1	5	4	2	2	4	3	3	3	5	2	2	4	4	2	2	4	3	3	2
721a9703-3a0b-4f8a-8021-75266c7aa6bb	3	4	1	5	1	1	3	3	4	1	1	3	4	1	4	4	1	1	3	5	1	1
e9a5ab82-89b1-44fc-81b6-08f02e7afbea	3	1	1	1	1	3	4	4	1	3	1	3	1	1	5	1	3	3	4	1	4	4
9c9e8505-5b90-4e64-be5b-83869d878363	5	4	3	3	2	1	3	5	3	3	2	5	1	1	4	2	2	3	5	1	1	2
d719d4f3-8a76-4399-90e9-de504431c07c	4	2	1	3	2	2	3	4	2	2	1	4	2	1	3	2	2	3	4	2	2	1
cced9ed2-9106-4c43-94af-4d8956ca98b8	2	4	3	3	4	5	1	2	2	2	2	2	4	4	1	3	5	1	2	2	1	1
8607300f-eadc-462a-8335-8f5e5f86a07d	4	2	4	5	1	1	1	4	2	1	2	4	2	4	5	1	1	1	4	2	1	2
d9a089d8-6cf1-48ee-b272-0468ea1eb1e8	1	4	5	3	4	4	2	2	5	1	1	1	5	5	4	5	3	2	3	5	1	1
57b2df29-4c1b-4cf2-8694-a3ee55f4734b	5	1	1	2	1	1	5	5	1	5	5	5	1	1	2	1	1	5	5	1	5	5
90427588-a547-48b7-9517-a9bb8dda8c63	5	2	3	5	1	1	1	5	4	4	4	5	2	3	5	1	1	1	5	4	4	4
7c3723e4-4c13-46f0-9b96-0ca791a3d15a	5	2	1	5	5	4	3	5	2	5	5	5	2	1	5	5	4	3	5	5	5	5
11e6e146-b1f2-4dbe-a3ef-dd1b1cf384ca	4	2	1	4	4	3	3	4	2	3	3	4	2	1	3	4	3	3	4	2	3	3
12cb492d-cc65-489b-b4e0-9613bff317ff	2	4	3	4	2	4	3	2	4	1	1	3	4	3	4	2	4	3	2	4	1	1
9c24a135-eb00-48ae-ba21-5f8f84566df0	5	1	1	3	3	3	5	5	2	5	5	5	1	1	5	1	1	5	5	1	5	5
124f6598-ef74-482b-8323-c1cc739ccbfb	4	4	1	3	3	2	2	4	5	1	1	4	3	3	4	4	2	2	4	3	1	2
480621b9-24c7-438f-825f-fc3bd72d0c7c	5	5	5	5	1	1	1	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1
fe393ca2-47e0-448a-a4bd-43822ec9897b	4	1	1	1	1	1	1	4	2	1	1	4	1	1	5	5	1	1	3	1	1	1
18766930-35ab-48a5-9b4c-fbb903551ae0	5	2	1	5	3	1	5	5	2	1	1	5	2	1	5	3	1	5	5	2	3	1
aca255af-50af-4292-ab8e-e52623fde60c	3	2	1	1	1	3	3	2	1	1	1	3	3	1	1	1	3	3	2	2	1	1
2a5f9eec-b49d-4ad3-a6ed-880f7c4a51bb	5	2	1	4	4	3	2	4	2	4	3	5	2	1	4	4	3	2	4	2	4	3
461e36ef-2744-41b4-a429-214b4c844755	5	3	3	1	4	4	4	5	3	4	4	5	3	3	4	3	4	3	5	3	5	4
95343453-e8b0-43c1-898a-d1f6a74ffae3	5	1	1	1	1	2	4	4	2	1	1	5	1	1	4	2	3	4	3	2	3	2
62402dad-d3b6-4e7a-9b09-7d81908765e7	5	1	1	5	1	3	3	5	1	2	1	5	1	1	1	1	1	1	5	1	1	1
30687918-83c4-4263-a828-44d9cdde7a8b	5	5	1	3	5	4	3	3	2	1	1	5	5	2	4	4	4	4	2	2	3	3
99ca786d-9dfa-4d91-9f0e-62d9930d6860	2	1	1	5	2	5	5	4	1	1	1	4	1	1	4	1	4	4	3	1	1	1
2b9562a7-c846-4de3-81d6-d24ebde66b84	3	1	1	1	1	3	2	2	1	1	1	3	1	1	1	1	3	2	2	1	1	1
d765d2cf-ef45-41e6-ad7f-8814b46535f5	1	1	1	1	1	2	1	1	1	1	2	3	1	1	3	1	2	1	3	1	2	2
1828ce77-b575-4bca-aa3b-517fb06f8172	5	1	1	1	1	1	1	5	1	1	1	5	1	1	5	1	1	1	5	1	3	3
4c1e0ae3-bbf6-482f-9a03-d17bbf44accd	4	1	1	3	2	1	1	4	3	1	1	4	1	1	1	1	1	1	4	3	1	1
121c5293-f03e-45fc-a08d-a068f94329fb	5	4	2	1	1	1	2	3	4	3	1	5	4	2	5	3	1	1	3	4	3	1
